term,lang,count,files,examples
enkel,sv,1,Dorian_CakeParty.eng.mtf,En enkel fråga
enkelt,sv,1,Dorian_Arrival.eng.mtf,Ingenting är enkelt
Enligt,sv,1,CasinoGuard2_Arrival.eng.mtf,Enligt våra regler är det förbjudet att föra in ett antal föremål på kasinot
erbjudande,sv,1,Bob_CanSellSoda.eng.mtf,Jag har nämligen världens erbjudande för dig
everyone,en,1,CityHallGuard_Arrival.eng.mtf,Which will benefit you as well as everyone else in this city
everyone's,en,1,CityHallGuard_Arrival.eng.mtf,And everyone's unauthorized
Excellent,en,1,CasinoBartender_Arrival.eng.mtf,Excellent choice
exempel,sv,1,Babcia_AfterStalking.eng.mtf,Du gör nog bäst i att följa mitt exempel
exhausted,en,1,Dorian_Arrival.eng.mtf,"I think I'll go home now, I'm exhausted"
Expensive,en,1,Bower_AfterStalking.eng.mtf,Expensive?
experiencing,en,1,Babcia_DoorProblems.eng.mtf,"It happens, the building is experiencing some technical issues at the moment"
extended,en,1,Bernd_FirstDay.eng.mtf,I'm on extended leave from work to focus on my photography for a few months
extrakostnader,sv,1,Babcia_DoorFixed.eng.mtf,Men räkna med diverse extrakostnader
extranycklar,sv,1,Babcia_DoorFixed.eng.mtf,"Vi har inga extranycklar, du får sova på soffan"
Ey,sv,1,Bouncer_Arrival.eng.mtf,"Ey, ska du till Bar Yvonne?"
Ey,en,1,Bouncer_Arrival.eng.mtf,"'Ey, you going to Bar Yvonne?"
eyes,en,1,Babcia_Ghosts.eng.mtf,Your eyes are all puffy
face,en,1,Bernd_Arrival.eng.mtf,"Hello, there's a new face"
Fantastic,en,1,Bob_CanSellSoda.eng.mtf,Fantastic!
Fantastiskt,sv,1,Bob_CanSellSoda.eng.mtf,Fantastiskt
far,en,1,Bob_Arrival.eng.mtf,Traveled far?
farce,en,1,Babcia_CanSellSoda.eng.mtf,Is this some kind of farce?
farligt,sv,1,Babcia_AfterStalking.eng.mtf,Pratar ständigt om hur farligt Ministeriet är
fars,sv,1,Babcia_CanSellSoda.eng.mtf,Är det här någon slags fars?
Fast,sv,1,Babcia_Arrival.eng.mtf,Fast du kanske ska ha nyckeln först?
fate,en,1,Dorian_AfterStalking.eng.mtf,"Find a way closer to her center, become fate, unavoidable"
fattar,sv,1,Babcia_DoorProblems.eng.mtf,Jag fattar inte riktigt men jag kommer in på badrummet på nån vänster
favorite,en,1,Bob_WellspringContact.eng.mtf,"I just came from there, it's my favorite daytime hangout"
favoritställe,sv,1,Bob_WellspringContact.eng.mtf,"Var där nyss, det är mitt favoritställe att hänga på under dagen"
fees,en,1,Babcia_Arrival.eng.mtf,"Of course, some administrative fees apply"
fell,en,1,Babcia_FirstDay.eng.mtf,You fell asleep on the floor so I dragged you into your room
festen,sv,1,Bob_TryFindLodge.eng.mtf,Ja hon var ju på festen i gruvan
festival,en,1,Bernd_FirstDay.eng.mtf,It's a big festival in Germany where you drink a lot of beer
fetch,en,1,BustedAtLongsons.eng.mtf,"You little fucker, hold still while I fetch my guard"
fett,sv,1,DancingBeauty.eng.mtf,men jag tror att det kommer bli jävligt fett
fick,sv,1,Babcia_CanSellSoda.eng.mtf,"Nej, vi fick lov att sluta bevattna dem"
figure,en,1,Babcia_CanSellSoda.eng.mtf,I really have to figure out how to sell more soda
fika,sv,1,Bob_WellspringContact.eng.mtf,Tänkte gå och fika på Café Ponty
Fikar,sv,1,Bob_WellspringContact.eng.mtf,Fikar...
filled,en,1,Dorian_Arrival.eng.mtf,My dark soul is filled with a yearning for the scents of love
filling,en,1,Dorian_Arrival.eng.mtf,I sense your quiver filling with Cupid's arrows
fin,sv,1,Bob_TryFindLodge.eng.mtf,Vilken fantastiskt fin dag vi har idag!
fina,sv,1,Bernd_CanSellSoda.eng.mtf,Sett några fina fåglar på sistone?
finare,sv,1,Babcia_AfterStalking.eng.mtf,Det finns inga finare?
Find,en,1,Dorian_AfterStalking.eng.mtf,"Find a way closer to her center, become fate, unavoidable"
Fint,sv,1,Babcia_Arrival.eng.mtf,Fint namn! Är det ryskt?
First,sv,1,Beat.eng.mtf,First day
First,en,1,Beat.eng.mtf,First day
fish,en,1,Dorian_Arrival.eng.mtf,That's like asking a fish how to breathe
fisk,sv,1,Dorian_Arrival.eng.mtf,Det är ju som att fråga en fisk hur man andas
fixad,sv,1,Babcia_GotIntoRoom.eng.mtf,Verkar som att dörren är fixad nu!
fixat,sv,1,Babcia_DoorProblems.eng.mtf,Har någon fixat dörren än?
Fjantig,sv,1,Babcia_AfterStalking.eng.mtf,"Fjantig tror jag, med långt blont hår."
flavors,en,1,Dorian_Arrival.eng.mtf,I have tasted all the bitter flavors of love unrequited
flaws,en,1,Dorian_YouAreMemberNow.eng.mtf,Than a person with a few flaws
flesta,sv,1,DancingBeauty.eng.mtf,De flesta verkar tyvärr tycka att den är ganska äcklig...
flicka,sv,1,Dorian_Arrival.eng.mtf,Gör något som imponerar på denna söta flicka
flies,en,1,Bob_Arrival.eng.mtf,You have like a cloud of flies around you or something
flower,en,1,Babcia_CanSellSoda.eng.mtf,I've noticed that there are some flower pots up in my room...
flowers,en,1,Babcia_CanSellSoda.eng.mtf,Shouldn't they have some flowers or something in them?
flugor,sv,1,Bob_Arrival.eng.mtf,Du har liksom ett moln av flugor runt dig
fly,en,1,Dorian_Arrival.eng.mtf,Or a pelican how to fly
flyger,sv,1,Dorian_Arrival.eng.mtf,Eller en pelikan hur man flyger
folk,en,1,Babcia_AfterStalking.eng.mtf,I guess they get a kick out of controlling us common folk
Folk,sv,1,Babcia_Arrival.eng.mtf,"Folk ränner väl på krogen, det har de alltid gjort"
followed,en,1,Dorian_AfterStalking.eng.mtf,'Cause I followed her around
force,en,1,Dorian_AfterStalking.eng.mtf,Love is a powerful force!
forgot,en,1,Bouncer_YouAreMemberNow.eng.mtf,Or you forgot something important you were supposed to do
fortifying,en,1,Babcia_DoorProblems.eng.mtf,I recommend a dash of fortifying spirits from the mini-bar later
fragile,en,1,Babcia_DoorProblems.eng.mtf,"You look a little, hm, fragile"
Frank,sv,1,Bob_ClubDotGig1.eng.mtf,Det är ju Frank!
Frank,en,1,Bob_ClubDotGig1.eng.mtf,It's Frank!
fri,sv,1,CityHallGuard_Arrival.eng.mtf,Var god lämna trappan fri
friends,en,1,DancingBeauty.eng.mtf,Then you'll get to meet my friends
fru,sv,1,Bernd_Arrival.eng.mtf,Du kanske kan prata med fru Babcia i receptionen?
fruktansvärt,sv,1,Dorian_AfterStalking.eng.mtf,"Ja, det är fruktansvärt"
främst,sv,1,CasinoGuard2_Arrival.eng.mtf,"Först och främst vapen, modifierare och droger"
frågan,sv,1,CasinoGuard1_Arrival.eng.mtf,Vad kan man inte göra här? Det är frågan du borde ställa dig!
frågar,sv,1,Dorian_CakeParty.eng.mtf,"Vänta, frågar du mig det nu?"
fucker,en,1,BustedAtLongsons.eng.mtf,"You little fucker, hold still while I fetch my guard"
fulare,sv,1,Dorian_YouAreMemberNow.eng.mtf,Han eller hon kan uppfattas som fulare...
full,sv,1,Babcia_Ghosts.eng.mtf,Du är väl inte full?!
fullt,sv,1,Babcia_CanSellSoda.eng.mtf,"Eller baren i centrum, där är det väl fullt av törstiga människor??!"
funderar,sv,1,Dorian_Arrival.eng.mtf,Jag funderar på min nästa versrad
funderat,sv,1,Dorian_Arrival.eng.mtf,Jag har funderat lite på det här med kärleksdikter
fundersam,sv,1,DancingBeauty.eng.mtf,Se inte så fundersam ut
fungera,sv,1,Babcia_DoorFixed.eng.mtf,"Javisst, den ska nog fungera utan större risk nu"
fungerar,sv,1,Dorian_AfterStalking.eng.mtf,Det är det enda som fungerar
Funkar,sv,1,Bob_TryFindLodge.eng.mtf,Funkar
funny,en,1,Bower_CanSellSoda.eng.mtf,What's so funny?
fusk,sv,1,CasinoGuard2_Arrival.eng.mtf,"Det är väl ganska självklart, stora risker för fusk"
fylld,sv,1,Dorian_Arrival.eng.mtf,Min mörka själ är fylld av längtan efter kärlekens dofter
fylls,sv,1,Dorian_Arrival.eng.mtf,Jag tycker mig se hur ditt koger fylls av amors pilar
fyr,sv,1,Dorian_CakeParty.eng.mtf,Var är min fyr i natten?
FYR,sv,1,Dorian_CakeParty.eng.mtf,VAR ÄR MIN FYR?!
färg,sv,1,DancingBeauty.eng.mtf,Jo typ... fast jag jobbar som försäljare för att ha råd med färg och sånt
fåglar,sv,1,Bernd_CanSellSoda.eng.mtf,Sett några fina fåglar på sistone?
Fåglarna,sv,1,Bernd_FirstDay.eng.mtf,Fåglarna då såklart
Får,sv,1,Babcia_AfterStalking.eng.mtf,Får vem som helst gå och besöka de här datorministerierna?
följde,sv,1,Dorian_AfterStalking.eng.mtf,För att jag följde efter henne
föra,sv,1,CasinoGuard2_Arrival.eng.mtf,Enligt våra regler är det förbjudet att föra in ett antal föremål på kasinot
förbjudet,sv,1,CasinoGuard2_Arrival.eng.mtf,Enligt våra regler är det förbjudet att föra in ett antal föremål på kasinot
företag,sv,1,Babcia_Arrival.eng.mtf,Jag trodde allt var betalat av mitt företag?
Förfärligt,sv,1,Dorian_CakeParty.eng.mtf,"Förfärligt, det här med Ivan"
förlorat,sv,1,Dorian_AfterStalking.eng.mtf,"Ditt hjärta har svaret, än är inte slaget förlorat"
förlåt,sv,1,Dorian_Arrival.eng.mtf,"Ja ok, förlåt"
förmodligen,sv,1,Dorian_AfterStalking.eng.mtf,Mm förmodligen
förrut,sv,1,Bouncer_Arrival.eng.mtf,"Vänta, har vi setts förrut?"
försiktigt,sv,1,Babcia_CanSellSoda.eng.mtf,Men sen får du ta det försiktigt med den där dörren
först,sv,1,Babcia_Arrival.eng.mtf,Fast du kanske ska ha nyckeln först?
förstod,sv,1,Dorian_CakeParty.eng.mtf,Jag förstod det som så...
förstörda,sv,1,Babcia_Arrival.eng.mtf,Jodå. Men det här är en depositionsavgift i händelse av förstörda föremål
förstört,sv,1,Babcia_AfterGhostVisit.eng.mtf,Är låset förstört?
Försöker,sv,1,Bernd_FirstDay.eng.mtf,Försöker hitta mig själv typ
försörja,sv,1,DancingBeauty.eng.mtf,Det är ju jävligt svårt att försörja sig på måleriet innan man är känd
förtjänar,sv,1,Dorian_Arrival.eng.mtf,Hur förtjänar man något sånt?
förtjänat,sv,1,Dorian_Arrival.eng.mtf,Du har nog bara inte förtjänat det ännu
förvissningen,sv,1,CityHallGuard_Arrival.eng.mtf,Men ni kan vara lugn i förvissningen om att han utför mycket viktiga ärenden
förvånad,sv,1,Babcia_DoorProblems.eng.mtf,"Vad bra, jag blev väldigt förvånad"
gadget,en,1,Bouncer_AfterStalking.eng.mtf,He walks around with a gadget and tinkers with stuff
gagna,sv,1,CityHallGuard_Arrival.eng.mtf,Som kommer gagna både dig själv och alla andra här i staden
galning,sv,1,Babcia_AfterStalking.eng.mtf,Någon slags galning som gillar att hålla låda
Gambling,en,1,Bower_GamblingTonight.eng.mtf,"Gambling, what do you think?"
gammal,sv,1,Babcia_Arrival.eng.mtf,"Jag minns inte, jag är ändå för gammal för sånt där"
gammalt,sv,1,Babcia_AfterStalking.eng.mtf,Jo jag tänkte fråga... hur gammalt är det här hotellet?
Ge,sv,1,Babcia_FirstDay.eng.mtf,Ge mig den
genast,sv,1,Dorian_AfterStalking.eng.mtf,"Du måste börja genast, var håller hon hus?"
George,sv,1,CityHallGuard_Arrival.eng.mtf,George Longson
George,en,1,CityHallGuard_Arrival.eng.mtf,George Longson
German,en,1,Bernd_CanSellSoda.eng.mtf,"Oh, you speak German?"
ghosts,en,1,Babcia_AfterGhostVisit.eng.mtf,You don't happen to know anything about ghosts here at the hotel?
gick,sv,1,Babcia_FirstDay.eng.mtf,"Han kanske gick till caféet, många gillar att sitta där"
gigantic,en,1,Babcia_CanSellSoda.eng.mtf,There are gigantic spiders in my room
gigantiska,sv,1,Babcia_CanSellSoda.eng.mtf,Det är gigantiska spindlar på mitt rum
Gillar,sv,1,Bouncer_Arrival.eng.mtf,Gillar du Yvonne?
girl's,en,1,Babcia_Arrival.eng.mtf,There is one with some girl's name on the sign...
Give,en,1,Babcia_FirstDay.eng.mtf,Give it to me
give,en,1,Bob_TryFindLodge.eng.mtf,"C'mon, give me some space"
givetvis,sv,1,Babcia_Arrival.eng.mtf,Vissa administrativa avgifter tillkommer givetvis
gjorde,sv,1,Bob_CanSellSoda.eng.mtf,"Nej, men du önskar nog att du gjorde"
Glad,en,1,Bob_CanSellSoda.eng.mtf,Glad to hear it
glas,sv,1,Babcia_CanSellSoda.eng.mtf,Gå och ta ett glas på rummet
glasklart,sv,1,Babcia_Arrival.eng.mtf,"Nej allt är glasklart, jag går till mitt rum nu"
glömde,sv,1,Bernd_FirstDay.eng.mtf,Ursäkta mig men jag glömde bort vad du heter..?
God,en,1,Babcia_AfterStalking.eng.mtf,"So much bureaucracy, paperwork and licenses and God knows what"
godaste,sv,1,DancingBeauty.eng.mtf,Ja det är ju inte den godaste läsken...
Goddamn,en,1,BustedAtLongsons.eng.mtf,Goddamn it!
gone,en,1,Babcia_FirstDay.eng.mtf,"OK, where could he have have gone?"
goody,en,1,Babcia_AfterStalking.eng.mtf,Back in my day the goody two-shoes types saved the world in style
Gosh,en,1,Babcia_CanSellSoda.eng.mtf,Gosh darnit!
Gotta,sv,1,Chuck_Arrival.eng.mtf,Gotta go
grabben,sv,1,Bower_AfterStalking.eng.mtf,Sluta snoka runt grabben
grannarna,sv,1,Dorian_CakeParty.eng.mtf,Du stör grannarna
grej,sv,1,Babcia_Arrival.eng.mtf,Jo det var en grej till...
grejar,sv,1,Bouncer_AfterStalking.eng.mtf,Han går runt med en apparat och grejar med saker
grejer,sv,1,Babcia_FirstDay.eng.mtf,"Nej, nu måste jag ordna lite med andra grejer"
grip,en,1,Bob_TryFindLodge.eng.mtf,"Get a grip, man!"
gross,en,1,DancingBeauty.eng.mtf,Most people seem to think it's pretty gross...
growing,en,1,Babcia_AfterGhostVisit.eng.mtf,"At first I thought the place was a bit strange, but it's growing on me"
Grrrrhh,sv,1,Babcia_CanSellSoda.eng.mtf,"Grrrrhh, hur ska jag lyckas med det här jobbet..?"
Grrrrhh,en,1,Babcia_CanSellSoda.eng.mtf,"Grrrrhh, how am I supposed to do well at this job...?"
grund,sv,1,Babcia_CanSellSoda.eng.mtf,Nä jag är bara lite deppig på grund av det
gruvan,sv,1,Bob_TryFindLodge.eng.mtf,Ja hon var ju på festen i gruvan
Gruvor,sv,1,DancingBeauty.eng.mtf,Gruvor?
gruvorna,sv,1,DancingBeauty.eng.mtf,"Det är på ett ställe som heter Club Dot, ligger ute vid gruvorna"
grymt,sv,1,DancingBeauty.eng.mtf,Det kommer bli hur jävla grymt som helst!!!
Grymt,sv,1,DancingBeauty.eng.mtf,Grymt!
guard,en,1,BustedAtLongsons.eng.mtf,"You little fucker, hold still while I fetch my guard"
Guarding,en,1,CityHallGuard_Arrival.eng.mtf,"Guarding stuff, it's my job"
gud,sv,1,Babcia_AfterStalking.eng.mtf,Olika kontroller hit och dit... tillstånd och intyg och gud vet vad
Guess,en,1,Babcia_Ghosts.eng.mtf,Guess you've been here quite a while?
guessing,en,1,Dorian_Arrival.eng.mtf,I'm guessing you just haven't earned it yet
gullet,sv,1,Babcia_DoorProblems.eng.mtf,"Ja hej, hej gullet"
Guten,sv,1,Bernd_CanSellSoda.eng.mtf,Guten tag Sebastian
Guten,en,1,Bernd_CanSellSoda.eng.mtf,"Guten tag, Sebastian"
guys,en,1,Babcia_AfterStalking.eng.mtf,"Oh, don't tell me you're turning into one of those guys"
gym,sv,1,Dorian_Arrival.eng.mtf,Träna på gym!
gym,en,1,Dorian_Arrival.eng.mtf,Go to the gym!
gällde,sv,1,Babcia_FirstDay.eng.mtf,"Ojdå, sa han vad det gällde?"
gäller,sv,1,CasinoGuard1_Arrival.eng.mtf,Vad gäller saken?
gäst,sv,1,Bower_Arrival.eng.mtf,Är du också gäst här på hotellet?
gånger,sv,1,DancingBeauty.eng.mtf,Jag har faktiskt sett dig flera gånger
gått,sv,1,Babcia_AfterStalking.eng.mtf,Säg inte att du har gått och blivit en sån där typ
haft,sv,1,Bouncer_Arrival.eng.mtf,Hoppas ni haft en bra kväll!
hagel,sv,1,Bernd_FirstDay.eng.mtf,Även hagel?
haha,sv,1,Bob_TryFindLodge.eng.mtf,"Vilken kväll, haha"
haha,en,1,Bob_TryFindLodge.eng.mtf,"What a night, haha"
hahaha,en,1,DancingBeauty.eng.mtf,"Aw jeez what a boring question, hahaha!"
haka,sv,1,Bob_WellspringContact.eng.mtf,"Jag ska dit nu, du kan ju haka på"
hallway,en,1,Babcia_AfterStalking.eng.mtf,At the end of the hallway outside your room
Hallå,sv,1,Bouncer_AfterStalking.eng.mtf,Hallå där
halsen,sv,1,Dorian_Arrival.eng.mtf,Den står mig upp i halsen
hand,en,1,Bob_WellspringContact.eng.mtf,Mostly hand around
handle,en,1,Babcia_CanSellSoda.eng.mtf,"There's a lot going on right now, I'll handle it later"
Hands,en,1,Babcia_Arrival.eng.mtf,Hands off
Hank's,en,1,Babcia_DoorProblems.eng.mtf,I think you can go and see if Hank's done now
happened,en,1,Babcia_DoorProblems.eng.mtf,"I don't even know what happened to me just now, I'm in shock!!!"
happy,en,1,Bob_CanSellSoda.eng.mtf,But I'm very happy you think so!
hardworking,en,1,Babcia_CanSellSoda.eng.mtf,Did you have something important in mind or are you just looking to bother a har
Has,en,1,Babcia_DoorProblems.eng.mtf,Has anyone fixed the door yet?
heading,en,1,DancingBeauty.eng.mtf,"I appreciate the thought, but I'm heading home soon"
heck,en,1,Babcia_Arrival.eng.mtf,"Ehmmm, what the heck"
hederliga,sv,1,Babcia_AfterStalking.eng.mtf,De gillar väl känslan av att kontrollera oss vanliga hederliga människor
heh,en,1,DancingBeauty.eng.mtf,"Oh, good... heh"
hehe,sv,1,DancingBeauty.eng.mtf,Tur... hehe
hela,sv,1,CasinoGuard1_Arrival.eng.mtf,Dessutom den bästa och största baren i hela Dorisburg
helgen,sv,1,CasinoGuard1_Arrival.eng.mtf,På helgen är det betydligt mer folk
hell,en,1,DetectThatFenceIsBroken.eng.mtf,What the hell?!!
heller,sv,1,Bob_WellspringContact.eng.mtf,"Nä, inte jag heller... tror jag"
hemligt,sv,1,Dorian_YouAreMemberNow.eng.mtf,Eh... det är hemligt
hemlisar,sv,1,Dorian_YouAreMemberNow.eng.mtf,"Å, jag älskar hemlisar"
hemma,sv,1,Bernd_FirstDay.eng.mtf,Jag jobbar egentligen på en bank hemma i Tyskland
hen,sv,1,BreakInPetra.eng.mtf,"OK, hen är inte här"
henns,sv,1,Dorian_AfterStalking.eng.mtf,Jag känner henns vän Petra mycket väl
Herr,sv,1,CityHallGuard_Arrival.eng.mtf,Herr Longson?
herrn,sv,1,Babcia_CanSellSoda.eng.mtf,"Det mås alldeles utmärkt här, herrn"
hesitant,en,1,DancingBeauty.eng.mtf,Don't look so hesitant
Hey,sv,1,Chuck_Arrival.eng.mtf,Hey man
Heya,en,1,Bob_Arrival.eng.mtf,"Heya, what's up?"
hittat,sv,1,Babcia_Arrival.eng.mtf,Du får återkomma snarast när du har hittat kortet
hjälpa,sv,1,Dorian_AfterStalking.eng.mtf,Då kan jag inte hjälpa dig
hm,en,1,Babcia_DoorProblems.eng.mtf,"You look a little, hm, fragile"
Hm,sv,1,Bower_GamblingTonight.eng.mtf,Hm?
Hmmmm,sv,1,DancingBeauty.eng.mtf,Hmmmm
Hmmmmm,en,1,DancingBeauty.eng.mtf,Hmmmmm
hold,en,1,BustedAtLongsons.eng.mtf,"You little fucker, hold still while I fetch my guard"
Honom,sv,1,CityHallGuard_Arrival.eng.mtf,Honom känner ni väl ändå till?
horrible,en,1,Dorian_AfterStalking.eng.mtf,"Yes, it's horrible"
horses,en,1,Babcia_Arrival.eng.mtf,Hold your horses! One second
hot,en,1,Babcia_CanSellSoda.eng.mtf,"Go to the harbor... the workers get all hot and sweaty, don't they?"
Hotel,sv,1,Babcia_Arrival.eng.mtf,God kväll. Är det här Hotel Devotchka?
hotellrum,sv,1,Babcia_AfterGhostVisit.eng.mtf,En man tog sig in på mitt hotellrum
hotellräkningen,sv,1,Babcia_CanSellSoda.eng.mtf,Jag sätter upp det på hotellräkningen såklart
hours,en,1,Babcia_AfterGhostVisit.eng.mtf,They are open all hours
howdy,en,1,Bouncer_YouAreMemberNow.eng.mtf,Howdy howdy
humör,sv,1,Babcia_CanSellSoda.eng.mtf,Det är alltid den bästa medicinen mot dåligt humör
Hunky,en,1,Bernd_FirstDay.eng.mtf,"Hunky dory, thanks"
hurricanes,en,1,Bernd_FirstDay.eng.mtf,Even hurricanes?
hurså,sv,1,Babcia_AfterStalking.eng.mtf,"Njae vadå, hurså?"
Hush,en,1,Bernd_CanSellSoda.eng.mtf,Hush... I've got a bird in sight here
hush,en,1,Bernd_CanSellSoda.eng.mtf,Wait... hush...
häftig,sv,1,Bernd_CanSellSoda.eng.mtf,Jag har sett en riktigt häftig fågel nere i hamnen
hämta,sv,1,BustedAtLongsons.eng.mtf,"Din jävel, vänta så ska jag hämta min vakt"
hände,sv,1,Babcia_DoorProblems.eng.mtf,"Jag vet inte vad som hände mig alldeles nyss, jag är chockad!!!"
händelse,sv,1,Babcia_Arrival.eng.mtf,Jodå. Men det här är en depositionsavgift i händelse av förstörda föremål
häng,sv,1,Bouncer_Arrival.eng.mtf,"Du borde gå dit igen, ofta riktigt bra häng där alltså"
hänger,sv,1,Bob_Arrival.eng.mtf,"Jag hänger bara, har inget speciellt för mig."
Hänger,sv,1,Bob_WellspringContact.eng.mtf,Hänger runt mest
hänget,sv,1,Bouncer_Arrival.eng.mtf,"Bästa hänget i stan, ligger på Plaza"
hänt,sv,1,Dorian_AfterStalking.eng.mtf,Men vad är det som har hänt då?
Håhå,sv,1,Babcia_FirstDay.eng.mtf,Håhå jaja
Håll,sv,1,Babcia_AfterStalking.eng.mtf,Håll dig borta från det där
hår,sv,1,Babcia_AfterStalking.eng.mtf,"Fjantig tror jag, med långt blont hår."
hörde,sv,1,CityHallGuard_Arrival.eng.mtf,Jag tyckte jag hörde något utanför...
Hörru,sv,1,Bob_TryFindLodge.eng.mtf,"Hörru, nu får du låta mig vara lite i fred"
hörs,sv,1,Bob_TryFindLodge.eng.mtf,"Skit också, vi hörs!"
hört,sv,1,Babcia_TryFindLodge.eng.mtf,Aldrig hört namnet
Ice,sv,1,CasinoBartender_Arrival.eng.mtf,Long Island Ice Tea
Iced,en,1,CasinoBartender_Arrival.eng.mtf,Long Island Iced Teas
igång,sv,1,Dorian_AfterStalking.eng.mtf,Du har vad som krävs - sätt igång!
igår,sv,1,Babcia_FirstDay.eng.mtf,"Ni skulle checkat in igår, inte sant?"
ikapp,sv,1,Babcia_FirstDay.eng.mtf,"Du kanske kan spring ikapp honom, om du är snabb"
Ikväll,sv,1,Bob_ClubDotGig1.eng.mtf,Ikväll blir det fest!
imagine,en,1,Bouncer_YouAreMemberNow.eng.mtf,I can imagine
imponera,sv,1,Dorian_AfterStalking.eng.mtf,Du måste imponera på henne
Imponerande,sv,1,Babcia_AfterGhostVisit.eng.mtf,Imponerande
imponerar,sv,1,Dorian_Arrival.eng.mtf,Gör något som imponerar på denna söta flicka
Impressive,en,1,Babcia_AfterGhostVisit.eng.mtf,Impressive
impressive,en,1,CasinoGuard1_Arrival.eng.mtf,"Oh boy, impressive"
improve,en,1,Babcia_CanSellSoda.eng.mtf,You don't happen to know what I could do to improve my sales?
In Burrows,en,1,Babcia_CanSellSoda.eng.mtf,"In the Burrows, over the bridge right outside"
Inc,sv,1,Bob_CanSellSoda.eng.mtf,"Hej, jag kommer från Wellspring Inc."
inexorably,en,1,Dorian_AfterStalking.eng.mtf,"Like the moon, inexorably drawn to earth"
information,en,1,CasinoGuard1_Arrival.eng.mtf,"OK, well, thanks for the information then"
informationen,sv,1,CasinoGuard1_Arrival.eng.mtf,"Ok, ja men tack för informationen då"
inför,sv,1,Bob_ClubDotGig1.eng.mtf,Fan vad jag är taggad inför spelningen ikväll!
inombords,sv,1,Bob_AfterStalking.eng.mtf,Jag känner mig så konstig inombords
inquisitive,en,1,DancingBeauty.eng.mtf,"Hah, you're pretty inquisitive!"
instead,en,1,Dorian_YouAreMemberNow.eng.mtf,Sit down and think instead
interesting,en,1,Babcia_AfterStalking.eng.mtf,"OK, interesting"
introduce,en,1,CasinoGuard2_Arrival.eng.mtf,"Obviously, they introduce a significant risk of cheating"
intruder,en,1,Babcia_AfterGhostVisit.eng.mtf,I don't think the intruder had to break the lock
intyg,sv,1,Babcia_AfterStalking.eng.mtf,Olika kontroller hit och dit... tillstånd och intyg och gud vet vad
inuti,sv,1,Dorian_YouAreMemberNow.eng.mtf,Men inuti kanske det är en enda röra...
issues,en,1,Babcia_DoorProblems.eng.mtf,"It happens, the building is experiencing some technical issues at the moment"
istället,sv,1,Dorian_YouAreMemberNow.eng.mtf,Sätt dig ner och tänk istället
It'll,en,1,Babcia_AfterGhostVisit.eng.mtf,It'll be 25 years this year!
it's,sv,1,Chuck_Arrival.eng.mtf,"Det är where it's at, man"
iväg,sv,1,Babcia_FirstDay.eng.mtf,"OK, jag hinner inte med det nu, måste iväg"
jadå,sv,1,Babcia_Arrival.eng.mtf,Eh... jadå det tror jag
jaja,sv,1,Babcia_FirstDay.eng.mtf,Håhå jaja
Jajemän,sv,1,Chuck_Arrival.eng.mtf,Jajemän
Japp,sv,1,DancingBeauty.eng.mtf,Japp
Jawohl,en,1,Bernd_CanSellSoda.eng.mtf,Jawohl
Jawoll,sv,1,Bernd_CanSellSoda.eng.mtf,Jawoll
jazz,en,1,CasinoBartender_Arrival.eng.mtf,"Oh, and Margaritas and all that jazz"
jeez,en,1,DancingBeauty.eng.mtf,"Aw jeez what a boring question, hahaha!"
jorden,sv,1,Dorian_AfterStalking.eng.mtf,Liksom månen som sakta kraschar dras mot jorden
Jovars,sv,1,Bouncer_Arrival.eng.mtf,Jovars
joy,en,1,Babcia_CanSellSoda.eng.mtf,It will make your taste buds radiate pure joy
jättefin,sv,1,Bouncer_AfterStalking.eng.mtf,"Ja, den är jättefin"
jättekul,sv,1,DancingBeauty.eng.mtf,Jag måste gå hem nu men det var jättekul att träffa dig
jättetrevlig,sv,1,BreakInPetra.eng.mtf,Du verkar jättetrevlig men måste du klampa in i min lägenhet utan att fråga?
jätteövertygande,sv,1,Babcia_CanSellSoda.eng.mtf,Du är inte jätteövertygande som försäljare min vän
jävel,sv,1,BustedAtLongsons.eng.mtf,"Din jävel, vänta så ska jag hämta min vakt"
jävla,sv,1,DancingBeauty.eng.mtf,Det kommer bli hur jävla grymt som helst!!!
Kaffet,sv,1,Bower_Arrival.eng.mtf,Kaffet är bra
kalas,sv,1,Bouncer_Arrival.eng.mtf,Det är kalas!
kallas,sv,1,Bob_CanSellSoda.eng.mtf,Den kallas Wellspring
kasinot,sv,1,CasinoGuard2_Arrival.eng.mtf,Enligt våra regler är det förbjudet att föra in ett antal föremål på kasinot
keys,en,1,Babcia_DoorFixed.eng.mtf,"We don't have any spare keys, you'll have to sleep on the couch"
Kick,en,1,Chuck_Arrival.eng.mtf,Kick back some breeeeeeeews
kid,en,1,Bower_AfterStalking.eng.mtf,"Stop snooping around, kid"
killjoy,en,1,DancingBeauty.eng.mtf,"Sure thing, killjoy..."
kinderna,sv,1,Bob_TryFindLodge.eng.mtf,"Haha, du ser lite röd ut om kinderna"
kindly,en,1,Babcia_AfterGhostVisit.eng.mtf,"Would you kindly lock them, please?"
kinds,en,1,Bernd_FirstDay.eng.mtf,"Yes, all kinds of weather"
Kl,sv,1,DancingBeauty.eng.mtf,Kl sex här inne? Jo men det funkar
klaga,sv,1,Babcia_DoorProblems.eng.mtf,OK... i så fall måste jag nog klaga lite
